,Date,User,Tweet
121,2015-04-29 05:35:21+00:00,umakantsingh_IN,The job of a #farmer is more fundamental than #MakeInIndia! #RahulTatkalPolitics on #kisantourismexpress could have found it!#RahulReturns
122,2015-04-29 05:28:22+00:00,ISBBigLeap,"Focus on creating an impact ,rather than creating income #ISB #isbbigleap #MakeInIndia #startup #Entreprenuership"
123,2015-04-29 05:09:47+00:00,ormiga,eh @makeinindia! sign #germany = #quackery! actually MAKE in #india = success #makeinindia stop promoted KRAP
124,2015-04-29 05:03:56+00:00,Shaillytweeting,DIPP/ patent office Would like to speed up disposal of patent application under #MakeInIndia regime
125,2015-04-29 04:47:09+00:00,shankypedia,The moment rahul gandhi says something to media I wonder how long before social media rips his words apart. #MakeInIndia in Punjab :D
126,2015-04-29 04:46:43+00:00,thedarkcoffee,#RahulGandhi slams @makeinindia campaign. Now that's an irony! His own maternal side has a foreign background. #MakeInIndia
127,2015-04-29 04:42:52+00:00,VivekRomee,"Rahul Gandhi, who is result of make in Italy; regularly slamming #MakeInIndia initiative of Shri @narendramodi Ji. 
@MODl_G @Sootradhar"
128,2015-04-29 04:33:28+00:00,nitaish,Pappu is against #MakeinIndia campaign because he was Made in Italy.
129,2015-04-29 04:26:45+00:00,Tavysingh,"Rahul Gandhi takes on PM Modi's - make in India- concept says ""it's farmers who #MakeInIndia. Accuses govt of dng nothing for farmers"""
130,2015-04-29 04:21:30+00:00,wittyism,"PM : #MakeInIndia
Shakira : #ShakeInIndia
Bakery wala's : #BakeInIndia
Rest of the population : #LateInIndia"
131,2015-04-29 04:09:36+00:00,AnujBikeratti,All these jibes on rahul Gandhi are super wrong. Judging him by his words I am super sure he's made in China. #feku #MakeInIndia
132,2015-04-29 03:28:31+00:00,onlyursmusa,Boom! Make In India Without Farmers Is Not Make In India Says Rahul Gandhi To @narendramodi 's #MakeInIndia ! This Is Gonna Hurt Modiji!
133,2015-04-29 03:15:01+00:00,bulbulm,#RahulRoar about #farmers plight &amp; bitches about govt #MakeInIndia. Why can't both join hands in imparting #agriculture #education?
134,2015-04-29 02:58:44+00:00,AntiSethi,RaGa does not like #MakeInIndia bcoz he wants India to remain dependent on Foreign Powers for everything. Same Cong story for last 60 years
135,2015-04-29 02:54:04+00:00,Shaillytweeting,Conference by DIPP and Industry today in Delhi - #IP as frontline tool for #MakeInIndia - will tweet key messages from there
136,2015-04-28 20:37:36+00:00,KrishhhPurohit,"""One success leads to manymore UPCOMING"". #beinggates #beingdravid #SuccessisCalling #tweetfactory #mypenpunches #makeitcount #MakeInIndia"
137,2015-04-28 19:47:35+00:00,patwardhan,"Confused to watch the #MakeinIndia advert showing on CNN Israel in Tel Aviv, showing Suzuki !!"
138,2015-04-28 19:46:47+00:00,trendingproprty,"""@makeinindia: #MakeInIndia's success India signed 2 MoU with Germany &amp; 1 each with Bulgaria, Switzerland &amp; Russia."
139,2015-04-28 19:42:59+00:00,trendingproprty,We can see the Sensex possibly giving those kinds of returns as the #Indian economy's growth revives #makeinindia
140,2015-04-28 19:00:36+00:00,twitted_jitesh,How very intelligent!! Spending people's money for advertising #MakeInIndia campaign for Indian YouTube users
141,2015-04-28 18:34:32+00:00,sharma_vishal,"Desi Dhanush outgun D original Swedish Bofors 155mm artillery gun in range,accuracy, reliability &amp; shoot-&amp;-scoot capabilities #makeinindia"
142,2015-04-28 17:51:30+00:00,yasirvns,"She: Which country will you take me for our Honeymoon?
Me: India only.
She: Why? 
Me: Because #MakeInIndia 
*Blocked* 󾌴󾌴󾌴"
143,2015-04-28 16:57:43+00:00,thejaguarpaw,"#MakeInIndia Why can't  be a single Public Sector initiative for this project, is it sold out to Foreign/MNC franchises #CPIM #ThankYouPM"
144,2015-04-28 16:35:40+00:00,AkhilSahgal,Make in India should include software development too ! #MakeInIndia @coalworks
145,2015-04-28 16:34:12+00:00,talllika,That one minute monologue by Barkha Dutt might just change the course of my aim at targeting an Ivy League at the US. #MakeInIndia
146,2015-04-28 16:28:00+00:00,parasaga,#MakeInIndia @TheShilpaShetty spotted buying Chinese bags for her new upcoming Indian brand #Indians @narendramodi
147,2015-04-28 16:07:03+00:00,monikaptel,"#MakeInIndia's success @hannover_messe: India signed 2 MoU with Germany &amp; 1 each with Bulgaria, Switzerland &amp; Russia."
148,2015-04-28 15:22:45+00:00,amit811,"European companies can become biggest contributor of #MakeInIndia, - release of European business group position paper @JoaoCravinho"
149,2015-04-28 15:18:55+00:00,amit811,Release of European business group position paper @JoaoCravinho #MakeInIndia is also about make for world
150,2015-04-28 14:52:12+00:00,somakbanik,#JitenderTomar is actually following Narendra Modi's advice of #MakeInIndia and making his own law degree!!
151,2015-04-28 14:28:26+00:00,svane_freddy,#MakeInIndia - a destination for growth - more than 120 Danish companies are already investing
152,2015-04-28 12:10:20+00:00,PluggedInIndia,"#ces in #vegas , #MWC in #Barcelona &amp; #pluggedin in #India  #makeinindia"
153,2015-04-28 11:53:08+00:00,ub1112,"Modi says 
#MakeInIndia
&amp; When AAP Minister 
Makes his own Degree..there is outrage. 😱
What Hypocrisy..😈
#fakedegree 
@Chutkla @JignaRabadia"
154,2015-04-28 11:50:10+00:00,ModulexPlc,Increase in infrastructure investment &amp; industrial production is fuelling further growth of India's #electricalmachinery sector #MakeInIndia
155,2015-04-28 10:25:28+00:00,jasmeetkhurana,At least six large international #solar manufacturers are seriously pursuing solar cell &amp; module manufacturing plans for #India.#MakeInIndia
156,2015-04-28 10:21:22+00:00,jasmeetkhurana,"With M-SIPS drawing to a close, #India might have received proposals for 2,000 MW of #solar cell and module manufacturing. #MakeInIndia"
157,2015-04-28 10:19:49+00:00,arunanand69,Why not pay salaries like other countries for #MakeInIndia so that the employees are happy and the end product is of international quality.
158,2015-04-28 09:44:52+00:00,KumarGaneshkr,"""@ #MakeInIndia's success @hannover_messe: India signed 2 MoU with Germany &amp; 1 each with Bulgaria, Switzerland &amp; Russia. http://t"
159,2015-04-28 09:22:03+00:00,UKIBC,#InsightIndia Indian #biotech industry to grow at an avg growth rate of around 30% a year &amp; reach $100 bn by 2025 #MakeInIndia
160,2015-04-28 09:11:11+00:00,JahanviSodha,Increase in infrastructure investment &amp; industrial production is fuelling further growth of India's electricalmachinery sector #MakeInIndia
161,2015-04-28 09:07:56+00:00,mait_in,#DIAG - Cadre needs to be created within Govt. to sustain the progress on digital India realization @AjaiChowdhry #MakeInIndia #entrepreneur
162,2015-04-28 08:30:34+00:00,gopalkiranj,"#dhanush , a popular name in #indian #cinema and today that name got famous as #booming #howitzer #defenceforce #MakeInIndia #greatnews"
163,2015-04-28 08:30:04+00:00,makeinindia,Increase in infrastructure investment &amp; industrial production is fuelling further growth of India's #electricalmachinery sector #MakeInIndia
164,2015-04-28 08:11:05+00:00,palsandeep_26,In INDIA much opportunity to do Business.Even cause of climate condition but problems Here's ppl who disturbs&amp;will disturbs . #MakeInIndia 😥
165,2015-04-28 07:58:48+00:00,namratahakhoo,"#MakeInIndia's success  India signed 2 MoU with Germany &amp; 1 each with Bulgaria, Switzerland &amp; Russia."
166,2015-04-28 07:24:36+00:00,Astrazure,Join our upcoming full day business workshop on FEMA Regulations &amp; Foreign Investments in Mumbai on 22nd May  #FDI  #MakeInIndia
167,2015-04-28 06:33:53+00:00,saaxenanurag,"Whn priya pillai shames India abroad that is FOS
When Modi says come #MakeInIndia as d corruption period is ovr it shames India
#AdarshLogic"
168,2015-04-28 05:01:05+00:00,thalesgroup,"In India since 1953, Thales is recognised as a trusted partner by the @IndiaIAF #PartneringIndianindustry #MakeinIndia"
169,2015-04-28 04:37:15+00:00,ISBBigLeap,#ISBBIGLEAP summit -powering SME's to growth coming to Bengaluru on 5th june #MakeInIndia #ISB #startup #entepreneurship
170,2015-04-28 04:16:04+00:00,drusawasthi,#IFFCO Welcomes Govt. step of making Industrial Urea/Technical Grade Urea freely importable.#MakeInIndia @CimGOI @PMOIndia @AnanthKumar_BJP
171,2015-04-28 04:10:50+00:00,Mrityunjoykjha,"#MakeInIndia #Dhanush, ""desi"" howitzer trial a hit..can out gun the original Swedish Bofors 155mm"
172,2015-04-28 03:53:19+00:00,friendscongress,#Nifty lowest level since Jan 9 below 8200. #AcheDin #MakeInIndia
173,2015-04-28 03:05:32+00:00,ashwajeet2,"talent is gift skill is opprtunity,nw u cn use ur opprtunity as gift or u cn use ur gift as opportunty #skillindia #makeinindia"
174,2015-04-27 19:53:09+00:00,surenthink,I like the way people come up with #NewIdeas on building their online store #ecommerce with us #MakeInIndia
175,2015-04-27 19:52:02+00:00,yogeshmandhani,Modi Govt pays no attention towards Agriculture &amp; Allied Activities(growth rate of just 1%).Agriculture is more Important than #MakeInIndia
176,2015-04-27 19:50:40+00:00,Als0kn0wnAs,If anything bjp ministers have taken #MakeInIndia seriously for is forged mark sheets
177,2015-04-27 19:21:14+00:00,shettyshashank,47% increase in #FDI projects. Max projects in the manufacturing function. #MakeInIndia seems to be working @amitabhk87 @PMOIndia.
178,2015-04-27 18:35:40+00:00,REINSTALLINDIA,Dear @anandibenpatel scrap this Gandhian law of prohibition &amp; permit if you want Gujarat to welcome #MakeInIndia partners from abroad.
179,2015-04-27 18:34:09+00:00,VasuAdari,"Sincerely Mr. PM, when you talk about #MakeInIndia. why don't you talk about #FreeInternet?"
