,Date,User,Tweet
155,2015-03-14 09:07:24+00:00,Bharatheeraj,"The wealthier a society becomes, the more waste it produces. #India needs more investment on waste management. #SwachhBharat"
156,2015-03-14 08:41:52+00:00,doctor_csr,"Dear @narendramodi 
Mak #Tajmahal entry fee Rs150 and AgraFort Rs120 likewise
Use the funds for #SwachhBharat #GangaPrakshalan #CleanYamuna"
157,2015-03-14 08:28:01+00:00,AnuragNShah,Gr8 experience @welingkarinst evaluating showcase projects -Global Citizens Leaders. Key Themes #SwachhBharat #Marketing #digital #health
158,2015-03-14 07:27:41+00:00,karthik2186,"Lack of even dustbins at most of monuments in Delhi, most Delhi metro stations. What happened to #swachhbharat? @PMOIndia @ArvindKejriwal"
159,2015-03-13 15:11:59+00:00,h12noida,We should keep country clean #swachhbharat
160,2015-03-13 11:47:04+00:00,bhasinekta,"My Prime Minister Shri @narendramodi #inspiresme to #MakeInIndia, to a cleaner society #SwachhBharat, to be proud of being an Indian :)"
161,2015-03-13 11:18:59+00:00,kkumarkg,At new Delhi railway station after a long time. Significant improvement in platform cleanliness. People using the dustbins #swachhbharat
162,2015-03-13 09:00:22+00:00,gailindia,"#SwachhBharat is not just a dream, but a reality that can be snatched from the hands of time! Act now!  #TomorrowIsYours"
163,2015-03-13 08:45:05+00:00,Reddonatura,Volunteering for a greener and cleaner India will lead to some dirt on your outfit. Are you ready? #GetDirty #SwachhBharat
164,2015-03-13 07:44:57+00:00,Reddonatura,Step up the #SwachhBharat campaign and broom away dirt as a cohesive community. Your initiation is paramount! #GetDirty
165,2015-03-13 04:28:27+00:00,KernelYoda,"#Delhi government to make roads dust-free.. So.. Using your mascot again😕How's it any different from #SwachhBharat??
#AAP😒 @ArvindKejriwal"
166,2015-03-12 17:26:07+00:00,PreritaC,Think Kar-seva in Gurudwara is a pioneering example of leading #SwachhBharat with community partipation. Witnessed at Guru Bangla Sahib!
167,2015-03-12 13:34:29+00:00,chandu532,RT DeepeKumar: Tired of seeing dust and waste polluting our country...Lets strive for a cleaner India...#SwachhBharat
168,2015-03-12 11:34:36+00:00,Bh_Chandra,#AAD2015 Clean cooking energy initiative similar to #swachhbharat needed to give clean cooking energy to all. @sunitanar @PiyushGoyal
169,2015-03-12 09:40:42+00:00,cardback,"Use of cards over cash reduce the cost of banking system &amp; checks flow of black money, @arunjaitley #SwachhBharat #BlackMoney"
170,2015-03-12 09:00:15+00:00,gailindia,#SwachhBharat is the biggest gift we can give to the coming generations. Can we make it happen? #TomorrowIsYours
171,2015-03-12 08:01:18+00:00,AllThatIsHe,#SwachhBharat would merely be a marketing gimmick unless buttressed by robust implementation structure.
172,2015-03-12 06:48:35+00:00,ormiga,#swachhbharat 2% tax=so NO pay current taxes as #bombay roads FULL of #dogs POOP human CHIT @narendramodi @arunjaitley clean #mumbai when?
173,2015-03-12 06:48:03+00:00,KanwalChadha,After 2% cess over the 14% service tax Govt to further dent your pocket with 1% additnal levy in the name of Modi's #SwachhBharat #AcheyDin
174,2015-03-12 05:37:02+00:00,harshitkg,Master Data Clean up is as huge a task as #SwachhBharat mission.
175,2015-03-12 03:48:11+00:00,jay_ambadi,#SwachhBharat- what you can perceive only in BJP ads and mow in your tax bills....
176,2015-03-12 03:27:36+00:00,iconplanners,"Even after adding swachh Bharat tax on #hospitality  bills u dun c a change, then? #SwachhBharat #india"
